epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,6901.37,1.43233,0.84723,0.7029,0.51835,0.27196,0.28835,0.13799,1.38605,1.16918,0.61818,0.001981,0.001981,0.001981
83,6985.01,1.41166,0.852,0.70218,0.52205,0.27122,0.28927,0.13863,1.38426,1.17024,0.61785,0.001882,0.001882,0.001882
84,7068.67,1.43327,0.87341,0.7011,0.52492,0.27077,0.28972,0.13822,1.3833,1.17117,0.61761,0.001783,0.001783,0.001783
85,7152.71,1.42125,0.83526,0.70369,0.52637,0.26951,0.28988,0.1386,1.38187,1.16999,0.61708,0.001684,0.001684,0.001684
86,7236.18,1.39041,0.82352,0.69273,0.53148,0.2693,0.2901,0.13898,1.38068,1.16963,0.61685,0.001585,0.001585,0.001585
87,7319.68,1.40124,0.84588,0.69653,0.52906,0.26994,0.29008,0.13922,1.3795,1.1652,0.61668,0.001486,0.001486,0.001486
88,7403.5,1.39465,0.845,0.69458,0.53017,0.26932,0.29036,0.13949,1.37848,1.16558,0.61658,0.001387,0.001387,0.001387
89,7487.38,1.4261,0.84101,0.70915,0.53112,0.2693,0.29037,0.13949,1.37679,1.16292,0.61637,0.001288,0.001288,0.001288
90,7570.9,1.39765,0.84389,0.70157,0.53158,0.26941,0.29074,0.13993,1.37571,1.15919,0.61617,0.001189,0.001189,0.001189
91,7654.92,1.27569,0.74966,0.64483,0.53462,0.26994,0.2888,0.13996,1.37623,1.17772,0.61583,0.00109,0.00109,0.00109
92,7738.19,1.26929,0.72382,0.65337,0.54249,0.26611,0.28733,0.14005,1.37539,1.19333,0.61562,0.000991,0.000991,0.000991
93,7821.35,1.28283,0.72429,0.65208,0.54761,0.26574,0.28736,0.13988,1.37364,1.20217,0.61534,0.000892,0.000892,0.000892
94,7904.49,1.24584,0.72374,0.65991,0.54308,0.26675,0.28646,0.13942,1.37191,1.2074,0.61521,0.000793,0.000793,0.000793
95,7986.98,1.24288,0.71208,0.6563,0.54561,0.26803,0.28725,0.13961,1.37041,1.214,0.61515,0.000694,0.000694,0.000694
96,8070.63,1.22862,0.69322,0.6538,0.53941,0.2693,0.28705,0.1396,1.36991,1.22039,0.61512,0.000595,0.000595,0.000595
97,8153.85,1.25277,0.71187,0.65338,0.54247,0.2693,0.2871,0.13995,1.36945,1.22393,0.61515,0.000496,0.000496,0.000496
98,8237.06,1.25263,0.69942,0.65028,0.5466,0.26548,0.28732,0.13995,1.36898,1.2266,0.61517,0.000397,0.000397,0.000397
99,8320.2,1.22832,0.68767,0.64933,0.54813,0.26484,0.2876,0.13993,1.36861,1.22877,0.61517,0.000298,0.000298,0.000298
100,8403.26,1.22961,0.68721,0.64869,0.54776,0.26484,0.28748,0.1401,1.36789,1.2292,0.61517,0.000199,0.000199,0.000199
