epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,12484.6,1.05327,0.7552,1.07686,0.79526,0.29935,0.35252,0.23187,0.93384,1.3753,0.74674,0.0029875,0.0029875,0.0029875
87,13874.9,1.03718,0.75117,1.07306,0.79289,0.29892,0.35223,0.23185,0.93487,1.38314,0.74697,0.002905,0.002905,0.002905
88,15261.9,1.04323,0.75457,1.07404,0.79161,0.29878,0.35214,0.23151,0.93597,1.39115,0.7471,0.0028225,0.0028225,0.0028225
89,16648.3,1.03649,0.74068,1.06958,0.79548,0.29863,0.35191,0.2312,0.93809,1.39711,0.74784,0.00274,0.00274,0.00274
90,18038.8,1.04081,0.74749,1.07285,0.79595,0.29878,0.35192,0.23132,0.93896,1.40576,0.74788,0.0026575,0.0026575,0.0026575
91,19426.1,1.03246,0.73891,1.0681,0.79763,0.29863,0.35213,0.23126,0.94043,1.40769,0.74828,0.002575,0.002575,0.002575
92,20814.8,1.02907,0.73348,1.06371,0.81203,0.29648,0.35223,0.23106,0.94188,1.41132,0.74882,0.0024925,0.0024925,0.0024925
93,22205.3,1.02336,0.73038,1.06488,0.81603,0.29676,0.35239,0.23104,0.94294,1.41518,0.74909,0.00241,0.00241,0.00241
94,23592.7,1.01565,0.72133,1.0585,0.80619,0.29662,0.35186,0.23091,0.94329,1.41607,0.74935,0.0023275,0.0023275,0.0023275
95,24984.8,1.01959,0.72559,1.05885,0.79937,0.29705,0.35176,0.23127,0.94384,1.41469,0.74884,0.002245,0.002245,0.002245
96,26376.4,1.01992,0.71869,1.06318,0.79626,0.29835,0.35152,0.23099,0.94478,1.41538,0.74896,0.0021625,0.0021625,0.0021625
97,27768.3,1.01232,0.71209,1.05985,0.79638,0.29748,0.35108,0.23059,0.94579,1.41772,0.74924,0.00208,0.00208,0.00208
98,29160.1,1.00546,0.70871,1.04954,0.7989,0.29792,0.35101,0.23025,0.94705,1.41669,0.74937,0.0019975,0.0019975,0.0019975
99,1387.33,0.98156,0.68626,1.04602,0.79492,0.29806,0.35083,0.2301,0.94904,1.42408,0.75032,0.001915,0.001915,0.001915
100,2836.88,0.98896,0.69038,1.04486,0.79472,0.29835,0.35065,0.22989,0.95103,1.42888,0.75121,0.0018325,0.0018325,0.0018325
101,4308.82,0.99113,0.68955,1.04731,0.79813,0.29763,0.34996,0.22971,0.95302,1.43406,0.75182,0.00175,0.00175,0.00175
102,5697.76,0.98275,0.68418,1.04486,0.79625,0.29777,0.35005,0.22946,0.95422,1.43999,0.75261,0.0016675,0.0016675,0.0016675
103,7090.11,0.9803,0.68272,1.04564,0.80054,0.29734,0.35004,0.22912,0.95558,1.44587,0.75349,0.001585,0.001585,0.001585
104,1378.26,0.95239,0.66105,1.03442,0.7988,0.29705,0.35012,0.2288,0.95776,1.45134,0.75496,0.0015025,0.0015025,0.0015025
105,2769.5,0.96088,0.66415,1.03255,0.7988,0.29676,0.34983,0.22845,0.95976,1.45961,0.75619,0.00142,0.00142,0.00142
106,4161.03,0.96933,0.66695,1.03966,0.80569,0.29662,0.34931,0.22811,0.96164,1.4671,0.75722,0.0013375,0.0013375,0.0013375
107,1367.82,0.93494,0.64614,1.02718,0.80284,0.29619,0.34914,0.22799,0.9639,1.47261,0.75854,0.001255,0.001255,0.001255
108,2757.49,0.94755,0.65336,1.02713,0.80206,0.2959,0.34896,0.22763,0.96601,1.48126,0.75981,0.0011725,0.0011725,0.0011725
109,4149.53,0.9575,0.65699,1.03456,0.79837,0.29676,0.3488,0.22721,0.96758,1.49012,0.76052,0.00109,0.00109,0.00109
110,5543.36,0.95517,0.65635,1.03313,0.79508,0.29691,0.34851,0.22701,0.96899,1.49722,0.76167,0.0010075,0.0010075,0.0010075
111,6927.21,0.95229,0.66846,0.98488,0.79704,0.29644,0.34842,0.22731,0.96997,1.49919,0.76233,0.000925,0.000925,0.000925
112,8314.27,0.93909,0.64543,0.97817,0.78401,0.29802,0.34817,0.22724,0.97034,1.49392,0.76271,0.0008425,0.0008425,0.0008425
113,9701.66,0.92428,0.63085,0.97007,0.7858,0.29705,0.34748,0.22674,0.97163,1.47945,0.76405,0.00076,0.00076,0.00076
114,11085.9,0.91071,0.62041,0.96208,0.77996,0.2972,0.34681,0.22634,0.97281,1.46998,0.76493,0.0006775,0.0006775,0.0006775
115,12469.2,0.91163,0.62187,0.96282,0.78108,0.2972,0.34662,0.2261,0.97388,1.46116,0.76543,0.000595,0.000595,0.000595
116,13858.6,0.90301,0.60707,0.95845,0.8076,0.29231,0.34622,0.22575,0.97588,1.44618,0.76655,0.0005125,0.0005125,0.0005125
117,15239.2,0.89937,0.60154,0.95613,0.81167,0.29216,0.34598,0.22574,0.97735,1.43599,0.7674,0.00043,0.00043,0.00043
118,16623.3,0.89152,0.59587,0.95337,0.813,0.29202,0.34591,0.22571,0.97884,1.42853,0.76812,0.0003475,0.0003475,0.0003475
119,18003.2,0.88893,0.59223,0.95205,0.81838,0.29101,0.34605,0.22563,0.98029,1.42314,0.76874,0.000265,0.000265,0.000265
120,19385.3,0.87943,0.58663,0.94613,0.82338,0.29091,0.34593,0.22532,0.98184,1.41624,0.76942,0.0001825,0.0001825,0.0001825
